,Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites,Concat
844,f545,Zoniferol,Female,20,26,15,53.94554429,1,f545-15
845,f545,Zoniferol,Female,20,26,20,58.84118888,1,f545-20
846,f545,Zoniferol,Female,20,26,25,60.25348139,1,f545-25
847,f545,Zoniferol,Female,20,26,30,65.89398607,1,f545-30
848,f545,Zoniferol,Female,20,26,35,66.74292417,1,f545-35
849,f545,Zoniferol,Female,20,26,40,71.10811835,1,f545-40
850,f545,Zoniferol,Female,20,26,45,73.32443228,1,f545-45
851,f932,Ketapril,Male,15,29,0,45.0,0,f932-0
852,f993,Naftisol,Male,21,28,0,45.0,0,f993-0
853,f993,Naftisol,Male,21,28,5,46.39575966,0,f993-5
854,f993,Naftisol,Male,21,28,10,48.18537323,0,f993-10
855,f993,Naftisol,Male,21,28,15,49.10697473,1,f993-15
856,f993,Naftisol,Male,21,28,20,52.07951009,1,f993-20
857,g107,Ketapril,Female,2,29,0,45.0,0,g107-0
858,g107,Ketapril,Female,2,29,5,48.79166496,0,g107-5
859,g107,Ketapril,Female,2,29,10,53.43598668,0,g107-10
860,g107,Ketapril,Female,2,29,15,58.13554485,0,g107-15
861,g107,Ketapril,Female,2,29,20,62.70603145,0,g107-20
862,g107,Ketapril,Female,2,29,25,64.66362579,0,g107-25
863,g107,Ketapril,Female,2,29,30,69.16051982,0,g107-30
864,g107,Ketapril,Female,2,29,35,71.90511721,0,g107-35
865,g296,Zoniferol,Female,14,29,0,45.0,0,g296-0
866,g296,Zoniferol,Female,14,29,5,46.59323337,0,g296-5
867,g296,Zoniferol,Female,14,29,10,48.26950861,0,g296-10
868,g296,Zoniferol,Female,14,29,15,49.65324404,1,g296-15
869,g296,Zoniferol,Female,14,29,20,51.4471183,2,g296-20
870,g296,Zoniferol,Female,14,29,25,55.6701066,3,g296-25
871,g296,Zoniferol,Female,14,29,30,57.99770642,3,g296-30
872,g296,Zoniferol,Female,14,29,35,60.38451978,4,g296-35
873,g296,Zoniferol,Female,14,29,40,62.22191493,4,g296-40
874,g296,Zoniferol,Female,14,29,45,68.16319517,4,g296-45
875,g497,Ketapril,Male,19,28,0,45.0,0,g497-0
876,g497,Ketapril,Male,19,28,5,48.78206878,0,g497-5
877,g497,Ketapril,Male,19,28,10,49.6470865,0,g497-10
878,g497,Ketapril,Male,19,28,15,53.64616804,1,g497-15
879,g497,Ketapril,Male,19,28,20,55.09699356,1,g497-20
880,g497,Ketapril,Male,19,28,25,57.52444611,2,g497-25
881,g497,Ketapril,Male,19,28,30,61.108185999999996,2,g497-30
882,g497,Ketapril,Male,19,28,35,64.09488929999999,2,g497-35
883,g497,Ketapril,Male,19,28,40,67.74281406,2,g497-40
884,g497,Ketapril,Male,19,28,45,69.87225079,2,g497-45
885,g558,Propriva,Male,8,29,0,45.0,0,g558-0
886,g558,Propriva,Male,8,29,5,46.18874193,0,g558-5
887,g558,Propriva,Male,8,29,10,50.09475382,0,g558-10
888,g558,Propriva,Male,8,29,15,51.007258,0,g558-15
889,g558,Propriva,Male,8,29,20,55.09009691,1,g558-20
890,g558,Propriva,Male,8,29,25,55.75408257,2,g558-25
891,g558,Propriva,Male,8,29,30,58.95282911,3,g558-30
892,g558,Propriva,Male,8,29,35,60.86215883,4,g558-35
893,g558,Propriva,Male,8,29,40,61.77496268,4,g558-40
894,g570,Propriva,Male,16,29,0,45.0,0,g570-0
895,g570,Propriva,Male,16,29,5,47.65642436,1,g570-5
896,g570,Propriva,Male,16,29,10,49.18823167,1,g570-10
897,g570,Propriva,Male,16,29,15,52.6826954,1,g570-15
898,g570,Propriva,Male,16,29,20,54.64329541,1,g570-20
899,g570,Propriva,Male,16,29,25,56.8494056,1,g570-25
900,g570,Propriva,Male,16,29,30,60.32871705,1,g570-30
901,g570,Propriva,Male,16,29,35,62.3304204,2,g570-35
902,g570,Propriva,Male,16,29,40,68.52585616,2,g570-40
903,g570,Propriva,Male,16,29,45,70.49278763,2,g570-45
904,g867,Stelasyn,Female,9,25,0,45.0,0,g867-0
905,g867,Stelasyn,Female,9,25,5,46.88074916,0,g867-5
906,g867,Stelasyn,Female,9,25,10,48.18340167,0,g867-10
907,g867,Stelasyn,Female,9,25,15,51.06041924,1,g867-15
921,h246,Ketapril,Male,13,30,0,45.0,0,h246-0
922,h246,Ketapril,Male,13,30,5,49.47041702,0,h246-5
923,h246,Ketapril,Male,13,30,10,51.36886216,1,h246-10
924,h246,Ketapril,Male,13,30,15,56.18432701,1,h246-15
925,h246,Ketapril,Male,13,30,20,57.93591218,1,h246-20
926,h246,Ketapril,Male,13,30,25,59.5488537,1,h246-25
927,h246,Ketapril,Male,13,30,30,63.59960954,1,h246-30
928,h246,Ketapril,Male,13,30,35,67.2112701,2,h246-35
929,h246,Ketapril,Male,13,30,40,71.15083468,2,h246-40
930,h246,Ketapril,Male,13,30,45,74.10408567,2,h246-45
931,h333,Stelasyn,Male,21,27,0,45.0,0,h333-0
932,h333,Stelasyn,Male,21,27,5,45.75172728,0,h333-5
933,h333,Stelasyn,Male,21,27,10,46.23384414,1,h333-10
934,h333,Stelasyn,Male,21,27,15,50.69260358,2,h333-15
935,h333,Stelasyn,Male,21,27,20,51.99780618,2,h333-20
936,h333,Stelasyn,Male,21,27,25,53.73091434,2,h333-25
937,h333,Stelasyn,Male,21,27,30,55.45528975,2,h333-30
938,h428,Ketapril,Female,1,27,0,45.0,0,h428-0
939,h531,Ceftamin,Male,5,27,0,45.0,0,h531-0
940,h531,Ceftamin,Male,5,27,5,47.784681799999994,0,h531-5
941,i386,Infubinol,Female,23,29,0,45.0,0,i386-0
942,i386,Infubinol,Female,23,29,5,46.85369669,1,i386-5
943,i386,Infubinol,Female,23,29,10,49.86154739,2,i386-10
944,i386,Infubinol,Female,23,29,15,51.73656088,2,i386-15
945,i386,Infubinol,Female,23,29,20,55.08772445,2,i386-20
946,i386,Infubinol,Female,23,29,25,56.68786392,3,i386-25
947,i386,Infubinol,Female,23,29,30,59.13364029,3,i386-30
948,i386,Infubinol,Female,23,29,35,64.92542037,3,i386-35
949,i386,Infubinol,Female,23,29,40,67.28962147,4,i386-40
950,i477,Placebo,Female,3,30,0,45.0,0,i477-0
951,i477,Placebo,Female,3,30,5,46.65738471,0,i477-5
952,i477,Placebo,Female,3,30,10,47.52063206,0,i477-10
953,i635,Propriva,Male,21,26,0,45.0,0,i635-0
954,i635,Propriva,Male,21,26,5,47.23593715,0,i635-5
955,i635,Propriva,Male,21,26,10,48.68575605,1,i635-10
956,i635,Propriva,Male,21,26,15,49.53689775,1,i635-15
957,i635,Propriva,Male,21,26,20,51.87706189,1,i635-20
958,i635,Propriva,Male,21,26,25,52.92882323,1,i635-25
959,i635,Propriva,Male,21,26,30,53.5970382,2,i635-30
960,i635,Propriva,Male,21,26,35,55.67999656,2,i635-35
961,i635,Propriva,Male,21,26,40,56.84243514,3,i635-40
962,i635,Propriva,Male,21,26,45,58.63340414,3,i635-45
963,i669,Placebo,Female,18,27,0,45.0,0,i669-0
964,i669,Placebo,Female,18,27,5,46.76466824,1,i669-5
965,i669,Placebo,Female,18,27,10,48.2816334,1,i669-10
966,i669,Placebo,Female,18,27,15,48.857600700000006,1,i669-15
967,i669,Placebo,Female,18,27,20,50.87369027,1,i669-20
968,i669,Placebo,Female,18,27,25,53.30318455,2,i669-25
969,i901,Stelasyn,Male,23,29,0,45.0,0,i901-0
970,i901,Stelasyn,Male,23,29,5,46.49302392,0,i901-5
971,i901,Stelasyn,Male,23,29,10,50.42124982,0,i901-10
972,i901,Stelasyn,Male,23,29,15,51.41964239,0,i901-15
973,i901,Stelasyn,Male,23,29,20,55.97440502,0,i901-20
974,i901,Stelasyn,Male,23,29,25,56.575194999999994,0,i901-25
975,i901,Stelasyn,Male,23,29,30,60.59185755,0,i901-30
976,i901,Stelasyn,Male,23,29,35,62.12733561,0,i901-35
977,i901,Stelasyn,Male,23,29,40,64.30345451,0,i901-40
978,i901,Stelasyn,Male,23,29,45,65.34181087,0,i901-45
979,j235,Placebo,Male,6,30,0,45.0,0,j235-0
980,j235,Placebo,Male,6,30,5,46.58881978,0,j235-5
981,j235,Placebo,Male,6,30,10,48.01878792,1,j235-10
982,j235,Placebo,Male,6,30,15,51.16113815,1,j235-15
983,j235,Placebo,Male,6,30,20,52.94290169,1,j235-20
984,j296,Ceftamin,Female,24,30,0,45.0,0,j296-0
985,j296,Ceftamin,Female,24,30,5,46.79925591,1,j296-5
986,j296,Ceftamin,Female,24,30,10,48.52997762,2,j296-10
987,j296,Ceftamin,Female,24,30,15,50.70127959,2,j296-15
988,j296,Ceftamin,Female,24,30,20,54.00534209,3,j296-20
989,j296,Ceftamin,Female,24,30,25,55.76714817,3,j296-25
990,j296,Ceftamin,Female,24,30,30,56.80306121,3,j296-30
991,j296,Ceftamin,Female,24,30,35,58.71448296,3,j296-35
992,j296,Ceftamin,Female,24,30,40,60.07268848,3,j296-40
993,j296,Ceftamin,Female,24,30,45,61.84902336,3,j296-45
994,j365,Zoniferol,Male,24,28,0,45.0,0,j365-0
995,j365,Zoniferol,Male,24,28,5,46.7112611,0,j365-5
996,j365,Zoniferol,Male,24,28,10,48.34932028,0,j365-10
997,j365,Zoniferol,Male,24,28,15,49.58826336,0,j365-15
998,j365,Zoniferol,Male,24,28,20,50.93935278,1,j365-20
999,j365,Zoniferol,Male,24,28,25,51.810320399999995,1,j365-25
1000,j365,Zoniferol,Male,24,28,30,54.40488176,1,j365-30
1001,j365,Zoniferol,Male,24,28,35,56.96120016,2,j365-35
1002,j365,Zoniferol,Male,24,28,40,62.32717066,2,j365-40
1003,j365,Zoniferol,Male,24,28,45,64.29408493,2,j365-45
1004,j755,Naftisol,Male,23,27,0,45.0,0,j755-0
1005,j755,Naftisol,Male,23,27,5,47.24284357,0,j755-5
1006,j755,Naftisol,Male,23,27,10,48.16706083,0,j755-10
1007,j755,Naftisol,Male,23,27,15,51.45397391,0,j755-15
1008,j755,Naftisol,Male,23,27,20,55.49660753,1,j755-20
1009,j755,Naftisol,Male,23,27,25,58.05581822,1,j755-25
1010,j755,Naftisol,Male,23,27,30,60.00720978,1,j755-30
1011,j755,Naftisol,Male,23,27,35,62.7328576,1,j755-35
1012,j755,Naftisol,Male,23,27,40,67.2077103,1,j755-40
1013,j755,Naftisol,Male,23,27,45,69.56362076,1,j755-45
1014,j984,Stelasyn,Female,2,30,0,45.0,0,j984-0
1015,j984,Stelasyn,Female,2,30,5,48.41072109,1,j984-5
1016,j984,Stelasyn,Female,2,30,10,50.14108401,1,j984-10
1017,j984,Stelasyn,Female,2,30,15,51.16675687,1,j984-15
1018,j984,Stelasyn,Female,2,30,20,54.37251567,1,j984-20
1019,j984,Stelasyn,Female,2,30,25,57.06435479,1,j984-25
1020,j984,Stelasyn,Female,2,30,30,61.24050573,1,j984-30
1021,j984,Stelasyn,Female,2,30,35,64.05539896,1,j984-35
1022,j984,Stelasyn,Female,2,30,40,67.77708036,1,j984-40
1023,j984,Stelasyn,Female,2,30,45,70.65383162,1,j984-45
1024,k210,Ceftamin,Male,15,28,0,45.0,0,k210-0
1025,k210,Ceftamin,Male,15,28,5,47.91899771,0,k210-5
1026,k210,Ceftamin,Male,15,28,10,49.37993231,0,k210-10
1027,k210,Ceftamin,Male,15,28,15,51.07355752,0,k210-15
1028,k210,Ceftamin,Male,15,28,20,51.99761855,0,k210-20
1029,k210,Ceftamin,Male,15,28,25,54.61397279,0,k210-25
1030,k210,Ceftamin,Male,15,28,30,59.98950976,1,k210-30
1031,k210,Ceftamin,Male,15,28,35,63.32933023,1,k210-35
1032,k210,Ceftamin,Male,15,28,40,66.62283628,2,k210-40
1033,k210,Ceftamin,Male,15,28,45,68.92318457,3,k210-45
1034,k382,Ketapril,Male,22,29,0,45.0,0,k382-0
1035,k382,Ketapril,Male,22,29,5,46.27499735,1,k382-5
1036,k382,Ketapril,Male,22,29,10,50.18096763,1,k382-10
1037,k382,Ketapril,Male,22,29,15,54.42916821,1,k382-15
1038,k382,Ketapril,Male,22,29,20,57.82435071,2,k382-20
1039,k382,Ketapril,Male,22,29,25,59.50390392,3,k382-25
1040,k382,Ketapril,Male,22,29,30,63.46944155,4,k382-30
1041,k382,Ketapril,Male,22,29,35,66.07918483,4,k382-35
1042,k382,Ketapril,Male,22,29,40,67.42095521,4,k382-40
1043,k382,Ketapril,Male,22,29,45,73.71561899999999,4,k382-45
1044,k483,Infubinol,Female,20,30,0,45.0,0,k483-0
1045,k483,Infubinol,Female,20,30,5,46.61105571,0,k483-5
1046,k483,Infubinol,Female,20,30,10,50.29604123,1,k483-10
1047,k483,Infubinol,Female,20,30,15,53.24445813,1,k483-15
1048,k483,Infubinol,Female,20,30,20,54.77896052,1,k483-20
1049,k483,Infubinol,Female,20,30,25,57.43200731,2,k483-25
1050,k483,Infubinol,Female,20,30,30,59.74707708,2,k483-30
1051,k483,Infubinol,Female,20,30,35,60.54156159,2,k483-35
1052,k483,Infubinol,Female,20,30,40,64.13872489,3,k483-40
1053,k483,Infubinol,Female,20,30,45,66.19691151,3,k483-45
1054,k510,Stelasyn,Female,8,27,0,45.0,0,k510-0
1055,k510,Stelasyn,Female,8,27,5,46.608467100000006,0,k510-5
1056,k510,Stelasyn,Female,8,27,10,47.65824979999999,1,k510-10
1057,k510,Stelasyn,Female,8,27,15,49.687051700000005,1,k510-15
1058,k510,Stelasyn,Female,8,27,20,52.10557382,1,k510-20
1059,k603,Propriva,Male,2,27,0,45.0,0,k603-0
1060,k603,Propriva,Male,2,27,5,46.04211582,0,k603-5
1061,k603,Propriva,Male,2,27,10,46.60694676,0,k603-10
1062,k603,Propriva,Male,2,27,15,48.775285499999995,0,k603-15
1063,k603,Propriva,Male,2,27,20,50.18010935,0,k603-20
1064,k754,Zoniferol,Female,8,26,0,45.0,0,k754-0
1065,k754,Zoniferol,Female,8,26,5,45.7277604,0,k754-5
1066,k754,Zoniferol,Female,8,26,10,49.74611666,0,k754-10
1067,k754,Zoniferol,Female,8,26,15,51.32356994,0,k754-15
1068,k754,Zoniferol,Female,8,26,20,52.69342276,1,k754-20
1069,k804,Infubinol,Female,23,29,0,45.0,0,k804-0
1070,k804,Infubinol,Female,23,29,5,48.26620364,0,k804-5
1071,k804,Infubinol,Female,23,29,10,49.47124419,0,k804-10
1072,k804,Infubinol,Female,23,29,15,50.47761824,0,k804-15
1073,k804,Infubinol,Female,23,29,20,54.48451945,0,k804-20
1074,k804,Infubinol,Female,23,29,25,55.67480798,1,k804-25
1075,k804,Infubinol,Female,23,29,30,59.24061511,2,k804-30
1076,k804,Infubinol,Female,23,29,35,62.11727887,2,k804-35
1077,k862,Stelasyn,Female,13,25,0,45.0,0,k862-0
1078,k862,Stelasyn,Female,13,25,5,49.20305786,0,k862-5
1079,k862,Stelasyn,Female,13,25,10,50.52355007,1,k862-10
1080,k862,Stelasyn,Female,13,25,15,54.47453362,1,k862-15
1081,k862,Stelasyn,Female,13,25,20,57.05784818,1,k862-20
1082,k862,Stelasyn,Female,13,25,25,58.7192973,2,k862-25
1083,k862,Stelasyn,Female,13,25,30,60.60543979,3,k862-30
1084,k862,Stelasyn,Female,13,25,35,66.58072244,3,k862-35
1085,k862,Stelasyn,Female,13,25,40,67.57134128,4,k862-40
1086,k862,Stelasyn,Female,13,25,45,69.29914907,4,k862-45
1087,k894,Zoniferol,Female,13,29,0,45.0,0,k894-0
1088,k894,Zoniferol,Female,13,29,5,47.64568674,0,k894-5
1089,k894,Zoniferol,Female,13,29,10,49.27287011,1,k894-10
1090,k894,Zoniferol,Female,13,29,15,49.987765700000004,1,k894-15
1091,k894,Zoniferol,Female,13,29,20,50.98163936,1,k894-20
1092,k894,Zoniferol,Female,13,29,25,52.32583833,2,k894-25
1093,k894,Zoniferol,Female,13,29,30,54.40012279,3,k894-30
1094,k894,Zoniferol,Female,13,29,35,55.36266238,4,k894-35
1095,k894,Zoniferol,Female,13,29,40,58.64705616,4,k894-40
1096,k894,Zoniferol,Female,13,29,45,60.75270417,4,k894-45
1097,l215,Propriva,Male,10,29,0,45.0,0,l215-0
1098,l215,Propriva,Male,10,29,5,49.48194935,1,l215-5
1099,l215,Propriva,Male,10,29,10,53.653969599999996,1,l215-10
1100,l264,Ketapril,Female,15,30,0,45.0,0,l264-0
1101,l264,Ketapril,Female,15,30,5,46.66876646,0,l264-5
1102,l264,Ketapril,Female,15,30,10,50.65958094,0,l264-10
1103,l471,Ceftamin,Female,7,28,0,45.0,0,l471-0
1104,l471,Ceftamin,Female,7,28,5,46.25187204,0,l471-5
1105,l471,Ceftamin,Female,7,28,10,48.18206306,0,l471-10
1106,l471,Ceftamin,Female,7,28,15,49.40687901,0,l471-15
1107,l471,Ceftamin,Female,7,28,20,52.22832698,0,l471-20
1108,l471,Ceftamin,Female,7,28,25,52.84755893,1,l471-25
1109,l471,Ceftamin,Female,7,28,30,58.09360446,1,l471-30
1110,l471,Ceftamin,Female,7,28,35,61.40599916,1,l471-35
1111,l471,Ceftamin,Female,7,28,40,63.84485785,1,l471-40
1112,l471,Ceftamin,Female,7,28,45,67.74866174,1,l471-45
1113,l490,Ceftamin,Male,24,26,0,45.0,0,l490-0
1114,l490,Ceftamin,Male,24,26,5,45.61253918,1,l490-5
1115,l490,Ceftamin,Male,24,26,10,47.25960594,1,l490-10
1116,l490,Ceftamin,Male,24,26,15,50.52481268,1,l490-15
1117,l490,Ceftamin,Male,24,26,20,51.90544699,1,l490-20
1118,l490,Ceftamin,Male,24,26,25,55.81003359,2,l490-25
1119,l490,Ceftamin,Male,24,26,30,57.91838132,3,l490-30
1120,l558,Ceftamin,Female,13,30,0,45.0,0,l558-0
1121,l558,Ceftamin,Female,13,30,5,45.80908882,0,l558-5
1122,l558,Ceftamin,Female,13,30,10,46.78453491,0,l558-10
1123,l661,Ceftamin,Male,18,26,0,45.0,0,l661-0
1124,l661,Ceftamin,Male,18,26,5,46.26879904,0,l661-5
1125,l661,Ceftamin,Male,18,26,10,49.68361956,0,l661-10
1126,l661,Ceftamin,Male,18,26,15,50.94754484,1,l661-15
1127,l661,Ceftamin,Male,18,26,20,52.61749003,1,l661-20
1128,l661,Ceftamin,Male,18,26,25,53.18065678,2,l661-25
1129,l661,Ceftamin,Male,18,26,30,55.32909936,2,l661-30
1130,l661,Ceftamin,Male,18,26,35,56.47412871,2,l661-35
1131,l661,Ceftamin,Male,18,26,40,59.20566876,3,l661-40
1132,l661,Ceftamin,Male,18,26,45,59.85195552,3,l661-45
1133,l700,Naftisol,Female,18,27,0,45.0,0,l700-0
1134,l700,Naftisol,Female,18,27,5,45.91837165,0,l700-5
1135,l700,Naftisol,Female,18,27,10,47.01356652,1,l700-10
1136,l700,Naftisol,Female,18,27,15,49.04022529,1,l700-15
1137,l700,Naftisol,Female,18,27,20,50.73476811,1,l700-20
1138,l700,Naftisol,Female,18,27,25,54.23450181,1,l700-25
1139,l700,Naftisol,Female,18,27,30,56.653215,1,l700-30
1140,l700,Naftisol,Female,18,27,35,61.46260354,1,l700-35
1141,l700,Naftisol,Female,18,27,40,62.98667798,1,l700-40
1142,l700,Naftisol,Female,18,27,45,63.94664044,1,l700-45
1143,l725,Naftisol,Female,8,26,0,45.0,0,l725-0
1144,l725,Naftisol,Female,8,26,5,48.73631881,1,l725-5
1145,l725,Naftisol,Female,8,26,10,50.82391154,2,l725-10
1146,l725,Naftisol,Female,8,26,15,54.24456268,2,l725-15
1147,l725,Naftisol,Female,8,26,20,59.61515479999999,2,l725-20
1148,l725,Naftisol,Female,8,26,25,65.00882889,2,l725-25
1149,l725,Naftisol,Female,8,26,30,66.59954515,3,l725-30
1150,l725,Naftisol,Female,8,26,35,69.12570173,3,l725-35
1151,l725,Naftisol,Female,8,26,40,73.69349382,3,l725-40
1152,l725,Naftisol,Female,8,26,45,76.66881742,3,l725-45
1153,l733,Ceftamin,Female,4,30,0,45.0,0,l733-0
1154,l733,Ceftamin,Female,4,30,5,46.17422627,0,l733-5
1155,l733,Ceftamin,Female,4,30,10,48.35495154,0,l733-10
1156,l733,Ceftamin,Female,4,30,15,49.28519504,0,l733-15
1157,l733,Ceftamin,Female,4,30,20,53.24431157,1,l733-20
1158,l733,Ceftamin,Female,4,30,25,54.95166826,1,l733-25
1159,l733,Ceftamin,Female,4,30,30,56.31906537,1,l733-30
1160,l733,Ceftamin,Female,4,30,35,57.60079774,1,l733-35
1161,l733,Ceftamin,Female,4,30,40,59.44350649999999,1,l733-40
1162,l733,Ceftamin,Female,4,30,45,64.29983003,1,l733-45
1163,l872,Placebo,Male,19,30,0,45.0,0,l872-0
1164,m133,Naftisol,Female,2,26,0,45.0,0,m133-0
1165,m133,Naftisol,Female,2,26,5,46.62130127,0,m133-5
1166,m133,Naftisol,Female,2,26,10,47.50333803,0,m133-10
1167,m133,Naftisol,Female,2,26,15,48.6652074,1,m133-15
1168,m133,Naftisol,Female,2,26,20,52.63688249,1,m133-20
1169,m133,Naftisol,Female,2,26,25,54.08243662,2,m133-25
1170,m269,Stelasyn,Female,22,28,0,45.0,0,m269-0
1171,m269,Stelasyn,Female,22,28,5,49.011180100000004,0,m269-5
1172,m269,Stelasyn,Female,22,28,10,50.86013006,0,m269-10
1173,m269,Stelasyn,Female,22,28,15,55.9053436,0,m269-15
1174,m269,Stelasyn,Female,22,28,20,61.14586638,0,m269-20
1175,m269,Stelasyn,Female,22,28,25,64.89301976,0,m269-25
1176,m269,Stelasyn,Female,22,28,30,67.71250988,1,m269-30
1177,m269,Stelasyn,Female,22,28,35,68.68991735,1,m269-35
1178,m269,Stelasyn,Female,22,28,40,70.21464419,1,m269-40
1179,m269,Stelasyn,Female,22,28,45,75.12368955,1,m269-45
1180,m331,Zoniferol,Female,19,26,0,45.0,0,m331-0
1181,m331,Zoniferol,Female,19,26,5,45.52301371,1,m331-5
1182,m331,Zoniferol,Female,19,26,10,47.64687735,1,m331-10
1183,m331,Zoniferol,Female,19,26,15,52.11008758,1,m331-15
1184,m550,Ketapril,Male,18,28,0,45.0,0,m550-0
1185,m550,Ketapril,Male,18,28,5,49.05409736,1,m550-5
1186,m550,Ketapril,Male,18,28,10,50.54803457,2,m550-10
1187,m550,Ketapril,Male,18,28,15,51.16606544,3,m550-15
1188,m550,Ketapril,Male,18,28,20,53.75794476,3,m550-20
1189,m550,Ketapril,Male,18,28,25,57.62068237,4,m550-25
1190,m550,Ketapril,Male,18,28,30,60.85654272,4,m550-30
1191,m550,Ketapril,Male,18,28,35,62.53915386,4,m550-35
1192,m550,Ketapril,Male,18,28,40,68.21072019,4,m550-40
1193,m550,Ketapril,Male,18,28,45,69.25350312,4,m550-45
1194,m650,Ketapril,Male,15,27,0,45.0,0,m650-0
1195,m650,Ketapril,Male,15,27,5,48.56249492,1,m650-5
1196,m650,Ketapril,Male,15,27,10,50.96899763,1,m650-10
1197,m650,Ketapril,Male,15,27,15,53.14955933,1,m650-15
1198,m650,Ketapril,Male,15,27,20,56.777938799999994,2,m650-20
1199,m650,Ketapril,Male,15,27,25,62.253596900000005,2,m650-25
1200,m650,Ketapril,Male,15,27,30,64.90188755,3,m650-30
1201,m650,Ketapril,Male,15,27,35,69.26574681,4,m650-35
1202,m650,Ketapril,Male,15,27,40,70.79706787,4,m650-40
1203,m650,Ketapril,Male,15,27,45,73.90139912,4,m650-45
1204,m756,Infubinol,Male,19,30,0,45.0,0,m756-0
1205,m756,Infubinol,Male,19,30,5,47.01036401,1,m756-5
1206,n304,Naftisol,Male,9,26,0,45.0,0,n304-0
1207,n304,Naftisol,Male,9,26,5,46.43121629,0,n304-5
1208,n304,Naftisol,Male,9,26,10,47.20125097,0,n304-10
1209,n304,Naftisol,Male,9,26,15,48.47797895,0,n304-15
1210,n304,Naftisol,Male,9,26,20,49.25330863,1,n304-20
1211,n304,Naftisol,Male,9,26,25,53.97085924,2,n304-25
1212,n304,Naftisol,Male,9,26,30,55.03901985,3,n304-30
1213,n304,Naftisol,Male,9,26,35,57.12241926,4,n304-35
1214,n304,Naftisol,Male,9,26,40,59.83050667,4,n304-40
1215,n304,Naftisol,Male,9,26,45,63.58639514,4,n304-45
1216,n482,Propriva,Female,4,29,0,45.0,0,n482-0
1217,n630,Propriva,Female,15,29,0,45.0,0,n630-0
1218,n630,Propriva,Female,15,29,5,46.09909969,0,n630-5
1219,n671,Infubinol,Male,18,25,0,45.0,0,n671-0
1220,n671,Infubinol,Male,18,25,5,47.35388938,0,n671-5
1221,n671,Infubinol,Male,18,25,10,51.03935653,0,n671-10
1222,n671,Infubinol,Male,18,25,15,54.21606411,0,n671-15
1223,n671,Infubinol,Male,18,25,20,54.82252091,0,n671-20
1224,n671,Infubinol,Male,18,25,25,56.17445785,0,n671-25
1225,n671,Infubinol,Male,18,25,30,60.16518046,0,n671-30
1226,n678,Propriva,Male,5,29,0,45.0,0,n678-0
1227,n678,Propriva,Male,5,29,5,47.55428429,0,n678-5
1228,n678,Propriva,Male,5,29,10,49.14570866,1,n678-10
1229,n763,Placebo,Female,16,25,0,45.0,0,n763-0
1230,n763,Placebo,Female,16,25,5,46.08598142,0,n763-5
1231,n763,Placebo,Female,16,25,10,46.81731526,1,n763-10
1232,n763,Placebo,Female,16,25,15,47.79809961,1,n763-15
1233,n763,Placebo,Female,16,25,20,49.25812581,1,n763-20
1234,n763,Placebo,Female,16,25,25,53.40587053,2,n763-25
1235,n763,Placebo,Female,16,25,30,55.41365961,3,n763-30
1236,n763,Placebo,Female,16,25,35,57.38241296,3,n763-35
1237,n763,Placebo,Female,16,25,40,58.01114583,4,n763-40
1238,n923,Ketapril,Male,19,30,0,45.0,0,n923-0
1239,n923,Ketapril,Male,19,30,5,45.82488099,0,n923-5
1240,n923,Ketapril,Male,19,30,10,48.79194986,1,n923-10
1241,n923,Ketapril,Male,19,30,15,51.73870623,1,n923-15
1242,n923,Ketapril,Male,19,30,20,52.59920611,1,n923-20
1243,n923,Ketapril,Male,19,30,25,56.85546498,2,n923-25
1244,n923,Ketapril,Male,19,30,30,59.63256052,3,n923-30
1245,n923,Ketapril,Male,19,30,35,60.35629432,3,n923-35
1246,n923,Ketapril,Male,19,30,40,66.22960554,3,n923-40
1247,n967,Zoniferol,Male,11,27,0,45.0,0,n967-0
1248,n967,Zoniferol,Male,11,27,5,46.07719173,1,n967-5
1249,n967,Zoniferol,Male,11,27,10,47.47172327,1,n967-10
1250,n967,Zoniferol,Male,11,27,15,49.82500362,1,n967-15
1251,o287,Ceftamin,Male,2,28,0,45.0,0,o287-0
1252,o287,Ceftamin,Male,2,28,5,45.58680362,0,o287-5
1253,o287,Ceftamin,Male,2,28,10,47.36020084,1,o287-10
1254,o287,Ceftamin,Male,2,28,15,48.67945261,1,o287-15
1255,o287,Ceftamin,Male,2,28,20,50.85614078,2,o287-20
1256,o287,Ceftamin,Male,2,28,25,52.06848642,3,o287-25
1257,o287,Ceftamin,Male,2,28,30,54.50300122,3,o287-30
1258,o287,Ceftamin,Male,2,28,35,55.11829029,4,o287-35
1259,o287,Ceftamin,Male,2,28,40,57.1971929,4,o287-40
1260,o287,Ceftamin,Male,2,28,45,59.74190064,4,o287-45
1261,o302,Placebo,Female,2,29,0,45.0,0,o302-0
1262,o302,Placebo,Female,2,29,5,48.93701188,0,o302-5
1263,o302,Placebo,Female,2,29,10,49.70144989,0,o302-10
1264,o302,Placebo,Female,2,29,15,51.38148886,0,o302-15
1265,o302,Placebo,Female,2,29,20,56.17761143,0,o302-20
1266,o302,Placebo,Female,2,29,25,60.51710253,0,o302-25
1267,o302,Placebo,Female,2,29,30,62.03059364,1,o302-30
1268,o331,Ketapril,Male,24,30,0,45.0,0,o331-0
1269,o331,Ketapril,Male,24,30,5,47.05966408,1,o331-5
